gender;maritalStatus;age;flagResidencialPhone;areaCodeResidencialPhone;bestPaymentDay;residenceType;monthsInResidence;flagResidenceTown_WorkingTown;monthsInTheJob;personalNetIncome;BAD
F;S;37;Y;31;16;O;216;Y;216;540.0;0
F;S;21;Y;31;18;P;120;Y;0;0.0;1
M;C;42;Y;31;28;P;60;N;180;983.0;0
F;O;26;Y;50;1;P;84;N;84;800.0;0
M;C;27;Y;50;12;P;24;Y;96;1025.0;0
F;C;28;N;50;25;P;240;N;0;800.0;0
F;S;18;Y;31;8;P;216;N;12;248.0;0
M;S;20;N;50;8;P;72;N;12;1182.0;0
M;C;45;Y;31;12;P;312;Y;96;493.0;0
F;S;39;Y;31;23;P;120;Y;60;546.0;0
F;C;36;Y;31;25;P;432;N;180;360.0;0
F;S;22;Y;31;12;P;264;Y;24;500.0;0
F;S;25;Y;31;20;P;12;N;0;506.0;0
F;S;38;Y;31;18;P;24;N;108;300.0;0
M;S;27;N;31;12;P;240;Y;36;350.0;0
F;C;43;Y;5;12;A;180;N;0;300.0;1
F;S;20;Y;31;12;P;192;Y;0;200.0;0
M;S;22;Y;31;25;A;72;Y;12;345.0;0
F;S;24;Y;31;28;P;48;Y;12;1000.0;1
M;C;42;N;50;25;P;360;Y;48;401.0;1
M;S;20;Y;31;18;P;12;Y;12;300.0;0
F;S;40;N;31;25;P;60;Y;60;500.0;0
M;S;22;Y;31;20;A;12;Y;12;253.0;1
F;V;67;Y;31;18;P;216;N;12;739.0;0
F;O;44;Y;31;12;P;360;Y;228;668.0;0
F;D;40;Y;31;18;P;180;N;60;296.0;0
F;S;25;Y;5;28;C;240;Y;60;300.0;0
M;C;32;N;50;12;P;120;N;72;325.0;0
F;S;25;N;50;18;P;300;Y;60;180.0;1
F;S;18;Y;31;28;A;24;Y;0;300.0;1
F;C;44;Y;31;20;P;300;N;252;450.0;0
F;C;49;Y;31;18;P;12;N;12;358.0;0
F;C;38;Y;31;18;P;12;Y;0;517.0;0
M;S;19;N;50;25;A;12;Y;12;223.0;1
F;C;31;Y;31;25;P;96;N;60;800.0;1
F;S;27;Y;31;12;P;324;Y;24;400.0;0
F;S;27;N;31;23;P;24;Y;12;300.0;0
F;C;30;Y;31;12;P;360;N;60;250.0;1
F;C;49;Y;31;28;P;48;N;24;461.0;0
F;S;30;N;50;8;P;180;N;0;270.0;1
F;C;52;Y;5;12;P;144;Y;12;626.0;0
F;S;33;Y;31;20;A;48;Y;12;260.0;0
M;O;43;Y;31;8;A;12;Y;12;574.0;0
F;C;34;Y;31;12;A;12;N;0;0.0;0
F;C;56;Y;31;8;P;360;N;156;500.0;0
F;C;36;Y;31;12;P;48;Y;48;200.0;0
F;S;19;N;50;28;P;180;N;12;350.0;0
F;S;25;Y;31;18;P;300;Y;60;367.0;0
F;C;38;Y;31;20;P;48;N;0;500.0;0
M;S;18;Y;24;20;C;240;N;0;300.0;0
M;S;18;N;50;18;P;12;Y;12;180.0;1
M;S;22;Y;5;12;A;12;Y;96;350.0;0
F;S;52;Y;31;18;P;12;N;12;209.0;0
F;S;23;Y;5;20;P;216;Y;0;250.0;0
F;S;18;N;50;25;P;0;N;24;500.0;1
F;S;46;N;50;28;P;132;N;12;270.0;0
F;S;18;Y;31;12;P;120;Y;12;190.0;0
F;C;25;Y;31;8;P;24;Y;0;268.0;0
M;S;34;Y;31;12;A;96;Y;12;546.0;0
M;C;22;N;50;20;P;12;Y;12;371.0;0
F;C;24;Y;31;18;P;240;N;12;800.0;0
F;S;24;Y;31;18;C;12;Y;36;180.0;0
F;S;21;Y;50;18;P;72;N;12;197.0;0
F;C;28;N;50;8;A;0;Y;0;300.0;0
F;S;20;Y;50;23;C;24;N;0;400.0;0
M;C;34;Y;31;12;P;120;Y;0;760.0;0
F;S;44;N;50;12;P;108;Y;96;245.0;0
F;C;34;Y;31;12;P;60;N;12;400.0;0
M;C;26;Y;31;8;P;72;N;96;686.0;0
M;C;33;N;31;28;P;144;N;0;1000.0;0
F;S;18;Y;31;12;A;12;N;12;225.0;1
F;S;20;Y;31;12;P;252;Y;0;260.0;1
M;S;27;Y;50;23;C;336;Y;0;720.0;0
F;V;47;Y;31;28;P;120;N;216;326.0;0
M;S;19;Y;5;8;C;192;Y;12;544.0;0
F;S;53;N;31;18;P;24;N;0;276.0;1
F;S;29;N;50;8;P;12;N;36;300.0;0
F;S;18;Y;31;23;P;216;Y;12;220.0;0
M;S;33;Y;31;12;P;360;Y;48;600.0;0
F;S;44;Y;31;8;P;120;N;48;400.0;1
M;S;38;N;50;8;P;48;N;192;931.0;0
M;S;23;N;50;20;C;24;N;12;200.0;0
F;S;45;Y;31;20;P;48;N;0;180.0;0
M;C;39;Y;31;8;P;36;Y;132;1248.0;0
F;C;36;Y;31;8;P;120;Y;36;724.0;0
F;S;35;Y;31;23;P;144;N;12;450.0;0
F;C;23;Y;31;25;P;72;Y;12;230.0;0
M;S;21;N;31;8;P;48;Y;36;1400.0;0
M;S;18;Y;5;12;C;108;N;0;412.0;0
F;C;53;Y;31;8;P;120;N;12;1200.0;0
F;V;52;Y;50;8;P;264;N;48;267.0;1
M;C;35;Y;50;18;P;120;Y;192;990.0;0
F;S;26;Y;50;1;A;12;Y;12;700.0;0
F;S;39;Y;31;8;P;60;Y;144;1349.0;0
F;S;42;N;31;28;P;180;N;132;200.0;0
F;C;29;N;31;8;P;0;Y;24;360.0;0
M;S;21;N;50;18;P;240;Y;36;420.0;0
F;S;25;Y;31;28;P;96;N;0;400.0;1
F;S;20;Y;31;8;P;240;Y;12;250.0;0
F;C;61;Y;31;12;P;360;N;0;299.0;0
F;S;25;N;50;20;P;300;N;0;500.0;1
F;S;39;N;31;12;P;348;N;0;200.0;0
M;C;35;Y;31;20;P;192;Y;96;458.0;0
M;C;29;Y;31;12;P;348;N;12;365.0;0
F;S;33;Y;31;12;P;24;Y;72;1000.0;0
F;C;38;Y;31;28;P;444;N;84;350.0;0
F;S;23;Y;31;12;P;276;N;12;250.0;0
F;S;30;Y;31;12;P;156;N;12;575.0;0
F;S;21;Y;31;12;P;180;Y;12;500.0;0
F;S;22;Y;31;28;P;120;N;24;341.0;0
F;S;33;N;50;28;P;120;Y;0;230.0;0
F;S;25;Y;31;18;A;0;N;84;360.0;0
F;S;19;Y;50;8;A;240;Y;0;800.0;0
F;S;45;Y;31;12;P;60;Y;36;400.0;0
F;O;43;Y;31;18;O;108;Y;180;1225.0;0
M;C;31;Y;31;8;P;36;N;144;1300.0;0
F;S;50;Y;31;18;P;396;Y;0;665.0;0
F;D;50;Y;5;12;O;240;Y;36;300.0;0
F;C;49;N;31;12;P;156;N;168;300.0;1
M;C;66;Y;31;18;P;36;N;12;864.0;0
F;C;42;Y;31;18;P;12;Y;180;1107.0;0
F;C;57;Y;31;12;P;48;N;12;900.0;0
F;S;59;Y;31;18;P;324;N;24;700.0;0
F;S;22;Y;31;25;P;216;N;48;300.0;0
F;C;23;Y;31;25;C;36;N;0;250.0;0
F;C;53;Y;31;12;P;312;Y;24;230.0;0
M;C;32;Y;31;20;P;384;Y;12;320.0;0
F;C;36;N;50;3;P;48;Y;12;244.0;1
F;V;58;Y;31;18;P;240;N;324;417.0;0
F;C;51;N;50;25;A;72;N;12;226.0;1
F;S;24;N;50;12;P;240;N;24;400.0;0
F;D;35;Y;31;12;A;24;N;108;1200.0;0
F;C;44;Y;31;12;P;60;Y;156;436.0;0
F;S;39;Y;31;11;P;264;N;132;358.0;0
F;C;18;Y;31;8;P;36;N;0;700.0;0
F;O;21;Y;31;25;C;24;N;12;500.0;0
F;C;27;Y;31;12;P;24;N;12;519.0;0
F;C;40;Y;31;12;P;300;N;0;1300.0;0
M;S;20;Y;31;12;P;12;N;12;240.0;1
M;S;24;Y;50;8;O;288;Y;0;478.0;0
F;S;29;N;50;12;P;120;Y;48;226.0;0
F;S;22;N;50;12;P;252;N;60;500.0;0
F;C;42;Y;31;8;A;132;Y;96;500.0;0
M;O;20;Y;31;8;A;12;N;0;500.0;0
M;O;26;Y;31;20;A;24;N;0;300.0;1
F;S;18;N;50;12;O;120;Y;0;300.0;1
F;C;28;Y;31;8;P;336;N;96;580.0;0
F;C;51;Y;50;12;P;60;N;12;204.0;0
M;C;25;N;50;25;P;36;N;24;370.0;0
F;C;35;N;50;28;P;360;N;96;205.0;1
F;S;18;Y;31;1;P;216;N;12;528.0;0
F;S;18;Y;31;12;C;120;Y;12;500.0;0
F;S;20;N;50;28;P;204;Y;12;240.0;1
F;C;23;Y;31;12;P;24;N;0;410.0;0
M;C;45;Y;31;3;P;12;N;120;1300.0;0
F;C;23;N;31;8;A;12;Y;24;770.0;0
M;C;19;N;50;12;P;12;N;0;0.0;1
F;V;68;Y;31;18;P;180;N;192;479.0;0
F;C;51;Y;31;25;P;12;N;0;960.0;0
F;O;45;Y;31;28;P;84;Y;36;598.0;0
F;V;61;Y;5;18;P;408;N;0;1160.0;0
F;S;37;Y;5;20;P;420;Y;180;800.0;0
F;S;27;Y;31;8;O;36;Y;36;270.0;0
F;O;28;Y;31;12;P;12;N;96;804.0;0
M;C;56;Y;31;12;P;84;N;12;609.0;0
F;C;47;Y;31;25;P;180;N;96;268.0;0
F;D;23;Y;5;28;A;12;N;0;902.0;0
F;S;24;N;31;12;C;204;Y;36;225.0;0
M;S;21;Y;31;25;A;120;Y;36;600.0;0
F;S;38;N;50;18;P;60;Y;36;221.0;0
F;S;32;Y;50;28;P;36;Y;12;370.0;0
F;S;26;N;50;25;C;120;N;0;500.0;0
F;O;46;Y;31;12;P;72;Y;300;938.0;1
F;S;37;Y;31;12;A;48;N;72;254.0;0
F;S;25;Y;31;8;P;264;Y;24;440.0;0
M;O;24;Y;31;8;O;60;Y;120;800.0;0
M;S;20;Y;31;8;P;240;Y;12;615.0;1
F;S;25;Y;31;8;P;36;N;12;180.0;1
F;S;38;N;50;3;P;156;Y;72;355.0;1
M;C;45;Y;31;18;P;60;N;240;1200.0;0
M;S;20;N;50;8;C;72;Y;12;358.0;1
M;C;39;Y;5;18;P;132;Y;12;800.0;0
M;S;35;N;31;8;A;24;Y;48;1100.0;1
F;S;41;Y;31;18;P;492;N;12;260.0;0
M;S;20;N;50;12;C;240;N;48;800.0;1
M;S;27;N;50;18;C;324;N;12;410.0;1
M;C;30;Y;31;12;P;36;Y;24;200.0;0
M;V;58;Y;31;20;P;72;N;72;1000.0;0
F;V;58;Y;31;12;A;60;Y;324;579.0;0
F;S;59;N;50;12;A;12;N;0;226.0;1
M;C;43;N;31;18;P;168;Y;12;653.0;1
F;C;36;Y;31;25;P;84;N;0;400.0;0
F;O;53;Y;31;28;P;360;N;240;539.0;0
F;C;20;Y;31;8;P;96;N;24;300.0;0
F;S;55;Y;50;12;O;60;N;60;360.0;1
F;C;53;Y;31;12;P;288;N;0;890.0;0
F;S;22;Y;31;18;C;144;N;0;340.0;0
F;C;27;Y;31;8;P;60;N;36;650.0;0
M;C;39;Y;5;20;P;96;Y;120;700.0;0
M;S;24;Y;5;20;P;288;Y;12;420.0;0
F;V;38;Y;50;28;A;12;Y;12;300.0;0
M;S;23;Y;31;3;A;12;N;12;905.0;0
M;C;47;Y;31;18;P;300;N;240;1200.0;0
F;S;33;Y;31;28;P;168;N;12;225.0;0
F;S;45;Y;31;18;P;60;Y;60;300.0;0
F;S;24;N;50;25;A;36;N;0;300.0;0
M;S;19;Y;31;23;P;228;Y;12;496.0;1
M;S;39;Y;31;12;P;468;Y;60;700.0;0
F;O;50;Y;31;18;P;360;N;12;180.0;0
M;S;19;N;31;8;A;12;N;12;250.0;1
F;S;23;Y;31;3;C;276;Y;24;800.0;0
M;S;18;N;50;28;C;216;Y;12;203.0;1
F;C;22;Y;31;8;P;60;Y;12;350.0;1
F;S;33;Y;5;20;P;300;Y;144;1000.0;0
M;C;42;N;50;8;P;84;N;156;888.0;0
F;S;25;Y;31;25;A;168;N;0;300.0;0
F;C;40;Y;31;8;O;12;Y;12;525.0;0
F;S;50;Y;31;12;P;156;Y;36;534.0;1
M;S;37;Y;23;12;C;144;N;0;350.0;0
M;C;43;Y;31;12;P;276;Y;48;1000.0;0
M;S;27;Y;31;18;P;180;Y;0;419.0;0
F;C;25;Y;31;20;O;24;N;24;400.0;0
M;O;33;Y;31;20;A;60;Y;12;317.0;1
M;S;22;Y;31;12;C;264;N;84;700.0;0
F;C;43;N;50;18;P;168;N;72;199.0;0
F;S;40;Y;31;8;O;36;Y;12;700.0;1
M;S;35;Y;50;18;P;192;N;48;663.0;1
F;S;27;Y;23;25;O;108;N;36;284.0;0
F;C;43;Y;31;20;P;120;N;168;292.0;0
F;C;37;Y;31;25;P;12;N;144;292.0;0
F;S;18;Y;31;28;C;12;N;0;300.0;0
F;S;46;Y;31;20;P;60;N;48;300.0;0
F;S;31;Y;31;8;A;84;Y;132;180.0;0
F;C;19;Y;31;18;P;60;Y;24;300.0;1
F;S;32;Y;50;23;P;384;Y;96;345.0;0
F;C;22;N;50;28;A;24;Y;0;200.0;0
F;C;33;Y;31;20;P;84;N;12;200.0;0
F;O;40;Y;31;23;P;456;Y;48;213.0;1
F;S;35;N;50;28;P;0;Y;0;600.0;0
F;S;35;Y;31;12;P;480;Y;12;530.0;0
F;S;24;Y;31;16;P;12;N;12;400.0;0
F;C;35;Y;31;25;P;180;N;12;400.0;0
F;D;53;Y;50;28;P;96;N;72;400.0;0
F;S;22;Y;31;28;P;240;Y;0;400.0;1
F;C;45;Y;31;20;P;60;Y;48;600.0;0
F;V;44;Y;31;12;P;324;N;36;180.0;1
M;S;19;Y;31;25;P;0;Y;0;188.0;1
F;S;19;Y;31;25;P;228;N;12;140.0;0
F;S;44;Y;31;12;P;312;N;192;849.0;1
F;V;35;Y;31;18;P;240;N;0;505.0;0
M;S;20;Y;31;12;A;12;N;24;1163.0;1
M;C;42;Y;31;8;P;264;N;0;626.0;1
F;C;30;N;31;12;P;180;Y;12;1041.0;0
M;S;22;Y;31;20;P;24;N;12;350.0;0
M;S;21;N;50;12;C;24;Y;0;200.0;1
F;S;23;Y;31;18;P;36;N;36;300.0;1
F;S;21;N;31;8;P;252;Y;12;220.0;1
M;C;39;N;50;12;P;96;N;228;900.0;0
F;C;42;N;31;20;A;36;Y;0;700.0;0
F;C;46;N;50;12;P;120;N;0;451.0;1
F;S;34;N;50;8;P;264;N;144;1404.0;0
F;C;53;Y;31;20;P;360;N;240;600.0;0
F;S;22;Y;31;3;P;120;Y;24;1200.0;1
M;C;25;Y;31;20;P;12;Y;0;800.0;0
M;C;28;N;50;12;P;180;N;0;400.0;0
F;S;22;Y;31;25;P;216;N;12;300.0;0
M;C;42;N;50;18;P;180;Y;108;250.0;0
F;S;30;Y;50;12;P;360;Y;96;637.0;0
F;V;69;Y;50;20;P;300;N;300;500.0;0
F;S;18;Y;31;8;P;108;N;12;200.0;0
F;S;30;Y;31;18;P;96;N;24;520.0;0
F;S;20;Y;50;20;O;12;N;12;200.0;0
F;V;36;Y;31;12;P;120;N;0;400.0;0
F;C;31;Y;31;8;P;60;Y;144;700.0;0
F;S;45;Y;31;28;A;144;Y;48;960.0;1
F;S;40;Y;31;18;A;120;Y;108;620.0;0
F;O;24;Y;31;18;P;144;Y;24;200.0;0
F;S;33;Y;31;12;P;396;N;0;700.0;0
F;C;52;Y;31;18;P;348;N;216;600.0;0
F;C;20;N;50;12;P;36;N;24;596.0;1
M;C;23;Y;31;3;P;24;Y;36;460.0;0
F;V;49;N;50;18;P;120;N;72;240.0;0
M;S;20;Y;31;20;C;240;N;12;220.0;0
F;S;20;Y;31;8;C;240;N;12;250.0;0
F;V;40;Y;31;18;P;180;Y;168;587.0;0
F;C;45;Y;31;28;P;144;Y;12;155.0;0
F;D;52;Y;31;3;P;216;N;0;579.0;0
F;V;66;Y;31;18;P;360;N;0;368.0;0
M;C;57;Y;5;18;P;60;N;0;500.0;0
F;S;28;Y;31;28;P;300;Y;96;800.0;0
M;S;31;Y;5;25;A;24;N;12;226.0;1
F;C;26;Y;23;12;A;12;N;0;0.0;0
F;S;39;Y;31;8;P;180;Y;12;680.0;1
F;S;18;Y;31;12;P;216;N;0;280.0;1
F;V;34;N;31;20;P;180;N;12;200.0;0
F;S;63;Y;31;12;C;24;N;0;874.0;0
F;S;23;N;50;20;P;276;N;48;500.0;0
F;S;25;Y;31;12;C;144;Y;0;225.0;0
F;D;36;Y;31;8;P;156;N;60;1200.0;0
F;C;41;Y;31;25;P;192;N;240;200.0;0
M;O;32;Y;31;3;A;12;N;0;385.0;1
M;C;29;Y;23;9;P;96;Y;60;300.0;1
F;O;35;Y;31;18;P;120;Y;12;981.0;0
F;S;36;Y;31;3;P;240;Y;36;591.0;0
M;S;23;Y;31;23;P;36;Y;12;549.0;1
F;C;28;Y;31;12;P;240;N;60;300.0;0
M;C;57;Y;5;12;P;156;N;36;812.0;0
M;C;46;Y;5;3;P;240;N;36;800.0;0
M;S;18;Y;31;12;C;120;N;12;180.0;0
F;C;25;Y;5;12;P;60;Y;120;500.0;0
F;S;35;N;31;28;P;180;N;0;0.0;0
M;S;20;N;50;18;A;0;Y;0;190.0;0
F;C;31;N;31;1;P;24;N;12;200.0;0
F;C;28;Y;50;20;P;72;N;12;600.0;0
F;S;19;Y;31;18;P;228;N;36;350.0;0
M;S;22;Y;24;8;P;12;N;84;227.0;0
M;S;21;Y;50;1;A;24;N;0;300.0;1
M;S;26;Y;31;12;P;216;Y;0;456.0;0
M;S;33;Y;50;18;P;336;N;12;300.0;0
F;S;26;Y;31;12;P;72;Y;60;800.0;1
F;C;52;Y;31;12;P;204;Y;312;984.0;0
F;V;45;N;50;12;P;240;Y;12;310.0;0
F;S;21;Y;31;18;C;12;Y;0;230.0;0
F;C;35;N;31;18;P;144;N;0;450.0;0
F;S;20;N;50;12;C;240;Y;0;304.0;0
F;S;21;Y;50;25;A;36;Y;60;258.0;0
M;S;22;Y;31;12;C;264;Y;36;200.0;1
M;C;20;N;50;8;A;12;N;12;277.0;1
F;S;30;Y;31;20;P;120;N;36;300.0;0
F;S;26;Y;31;18;P;240;Y;24;390.0;0
F;S;47;Y;31;12;P;120;N;60;300.0;0
F;S;39;Y;31;12;O;132;Y;84;500.0;0
F;S;23;N;31;28;P;276;N;12;250.0;1
F;S;23;Y;31;12;P;12;N;24;300.0;1
F;S;30;Y;31;28;P;360;N;12;424.0;0
F;S;20;N;50;18;A;12;N;12;272.0;0
M;O;36;N;50;28;P;180;N;240;800.0;1
F;C;44;Y;32;12;P;216;N;12;250.0;0
F;S;38;Y;31;25;P;36;N;48;380.0;0
F;C;35;Y;31;3;P;240;N;24;720.0;0
F;S;44;N;50;12;O;0;Y;60;300.0;0
F;S;24;Y;31;12;P;288;Y;72;450.0;0
F;O;39;Y;31;20;P;36;N;0;278.0;0
M;C;47;Y;31;18;P;12;Y;300;939.0;0
F;S;36;Y;31;28;P;360;N;0;440.0;1
F;S;32;Y;31;18;A;120;Y;72;490.0;0
M;S;21;Y;31;12;A;12;Y;60;1000.0;0
M;S;24;N;50;20;C;36;N;48;242.0;0
M;S;20;Y;31;20;P;240;Y;12;600.0;1
F;C;45;Y;31;1;P;216;Y;204;1107.0;0
F;S;23;N;50;25;P;276;Y;0;300.0;0
M;C;21;Y;31;3;P;252;N;12;510.0;0
F;S;23;Y;31;25;P;180;Y;12;453.0;0
F;S;42;Y;31;8;P;36;Y;84;376.0;0
F;C;35;Y;31;16;P;84;Y;12;200.0;0
M;S;33;Y;31;25;P;240;Y;168;416.0;0
F;S;22;Y;31;18;C;12;N;12;300.0;0
F;S;21;Y;31;12;P;252;Y;12;261.0;0
F;S;21;Y;31;3;P;60;N;24;300.0;1
M;S;27;Y;50;3;A;12;Y;12;295.0;1
F;C;44;Y;31;3;P;96;N;12;200.0;0
F;S;45;Y;31;18;P;480;Y;36;300.0;0
M;C;21;Y;50;8;P;12;N;36;1148.0;0
F;S;19;Y;31;20;C;228;Y;12;234.0;0
M;S;21;N;50;8;P;72;N;12;224.0;1
F;C;45;Y;31;12;P;72;N;12;818.0;1
F;S;20;Y;31;12;P;48;Y;12;220.0;0
F;V;60;Y;50;8;P;456;N;0;180.0;1
M;S;18;Y;31;8;P;144;Y;24;308.0;0
F;C;56;Y;31;8;P;96;N;12;447.0;0
F;S;31;Y;31;12;A;36;N;0;300.0;1
M;S;29;N;50;12;P;24;N;12;572.0;1
F;S;22;Y;23;12;O;48;N;12;800.0;1
F;S;37;Y;23;18;A;12;N;12;220.0;0
F;S;34;Y;31;12;C;96;N;0;400.0;0
M;S;59;N;31;12;P;12;Y;12;900.0;0
F;C;38;Y;50;1;P;144;N;72;1300.0;0
M;S;23;N;50;8;P;108;N;36;345.0;0
F;V;44;Y;31;18;P;36;N;0;584.0;0
M;S;26;Y;31;1;A;120;Y;0;497.0;0
M;S;20;Y;31;23;O;36;N;12;220.0;1
M;S;30;Y;31;12;P;24;Y;24;648.0;0
F;C;24;Y;31;20;P;84;Y;48;340.0;0
M;S;19;Y;31;20;C;60;Y;0;180.0;0
F;C;48;Y;31;25;P;480;N;144;650.0;0
M;S;21;Y;50;8;A;12;Y;0;480.0;1
F;S;42;Y;31;16;P;168;N;0;270.0;0
M;C;32;Y;31;1;C;48;Y;48;1300.0;0
F;V;44;Y;50;12;O;324;N;0;311.0;0
F;S;22;Y;31;20;P;252;N;48;340.0;0
F;S;23;Y;5;12;P;240;Y;12;350.0;0
M;C;23;Y;31;28;P;24;N;12;800.0;0
M;S;26;Y;31;18;A;12;N;12;270.0;1
F;S;23;Y;31;20;P;96;N;0;400.0;0
M;S;35;N;31;8;P;132;Y;36;1110.0;0
F;C;56;Y;31;8;P;540;N;84;400.0;0
F;C;50;Y;31;20;P;60;Y;120;500.0;0
F;S;27;N;50;20;P;60;Y;12;0.0;0
F;S;31;Y;31;20;P;360;Y;12;357.0;0
F;S;58;Y;31;28;A;120;N;276;311.0;0
F;S;20;Y;31;12;C;96;N;0;180.0;0
F;S;24;N;50;28;P;120;N;24;432.0;1
M;C;45;Y;31;8;P;36;Y;24;1282.0;1
M;S;24;Y;31;3;P;48;N;120;1200.0;0
F;C;62;Y;31;12;P;360;N;0;180.0;0
F;C;29;N;50;28;P;120;Y;36;328.0;1
M;S;34;Y;31;18;P;216;Y;48;850.0;1
F;O;32;N;50;20;P;36;N;72;350.0;0
F;V;52;Y;31;23;P;324;N;12;200.0;0
F;S;19;N;50;18;P;180;N;0;0.0;1
F;C;41;Y;23;18;C;204;Y;72;300.0;0
F;C;34;Y;31;23;P;24;N;12;380.0;0
M;S;22;Y;31;25;P;216;Y;24;210.0;0
M;S;23;Y;31;18;P;12;N;12;750.0;0
M;S;40;Y;31;12;P;60;N;12;200.0;0
F;C;24;Y;31;8;P;60;N;60;380.0;0
F;S;18;Y;5;18;P;156;Y;0;280.0;0
M;C;63;N;50;20;P;240;N;192;623.0;0
M;S;19;Y;31;23;P;240;Y;0;226.0;0
F;V;52;Y;31;12;P;108;N;0;324.0;0
F;C;34;Y;31;18;P;12;N;12;200.0;0
F;O;49;Y;31;12;P;12;Y;72;180.0;0
F;C;53;Y;31;8;P;180;N;120;10.0;1
M;C;47;Y;23;12;P;180;N;264;838.0;0
F;C;28;N;50;12;P;48;Y;24;320.0;0
F;S;65;Y;31;18;P;12;N;12;281.0;0
F;D;34;Y;31;28;P;48;Y;12;220.0;0
F;O;23;Y;31;20;C;276;Y;12;300.0;1
F;S;39;Y;31;25;P;204;N;12;450.0;1
M;S;45;Y;31;18;P;168;Y;12;750.0;0
F;S;26;Y;31;28;P;312;Y;12;200.0;0
F;C;44;Y;31;28;P;72;N;12;1117.0;0
M;S;38;Y;31;12;P;204;Y;12;380.0;0
F;C;36;Y;31;12;P;432;Y;168;765.0;0
F;S;31;N;50;12;O;180;Y;12;300.0;0
F;C;34;Y;31;25;P;372;N;0;600.0;0
M;S;24;Y;31;8;P;216;N;12;212.0;0
M;S;18;Y;50;8;P;12;N;0;400.0;1
M;C;39;Y;31;28;A;12;N;12;480.0;1
F;O;28;Y;31;12;A;0;Y;0;223.0;0
F;O;27;Y;31;8;P;60;N;48;540.0;0
M;S;57;N;50;12;P;108;N;300;602.0;0
F;S;19;Y;5;8;P;180;Y;12;243.0;0
F;S;43;Y;31;12;P;180;Y;96;272.0;0
F;S;19;Y;23;28;A;24;Y;24;220.0;1
F;S;26;Y;5;12;P;312;N;48;733.0;0
F;S;19;Y;31;12;P;60;Y;24;230.0;0
M;S;30;Y;31;20;P;360;N;0;600.0;0
F;V;44;Y;31;1;P;216;N;0;695.0;0
F;S;39;Y;31;28;A;180;N;36;228.0;1
F;D;60;Y;31;25;P;408;N;12;812.0;0
F;S;30;Y;31;3;A;24;Y;36;628.67;0
M;C;37;Y;50;20;P;444;N;240;300.0;0
F;S;21;N;50;12;P;264;N;12;220.0;0
M;S;41;Y;31;8;P;420;N;12;1100.0;0
F;V;40;N;50;8;P;384;N;72;547.0;0
F;C;39;Y;31;28;P;72;N;48;300.0;0
M;C;59;Y;31;18;P;168;Y;312;1234.0;0
F;C;56;Y;31;20;P;540;N;12;389.0;0
F;V;34;Y;31;8;P;12;Y;24;350.0;0
M;C;25;Y;31;28;A;120;Y;72;800.0;1
F;O;45;Y;31;28;P;360;N;12;248.0;0
F;D;40;Y;31;3;P;240;Y;72;471.0;0
F;C;28;Y;50;20;P;84;N;108;300.0;0
M;S;44;Y;31;8;C;240;N;12;600.0;0
F;C;22;Y;31;20;P;12;N;0;250.0;0
F;D;46;Y;31;8;P;12;Y;132;1300.0;0
F;S;20;Y;50;18;C;240;Y;12;198.0;0
M;S;43;Y;31;20;P;240;Y;12;271.0;0
M;S;25;Y;31;28;P;24;N;48;561.0;1
F;S;32;Y;31;18;O;240;Y;0;690.0;1
F;S;22;N;50;25;C;264;Y;12;370.0;0
F;O;22;N;50;28;P;24;Y;0;180.0;0
F;C;45;Y;31;12;P;72;N;24;600.0;0
F;S;22;Y;50;28;C;144;Y;12;693.0;0
F;S;36;Y;50;18;P;432;Y;12;303.0;1
F;O;45;N;50;12;P;528;N;12;409.0;0
F;S;21;Y;31;12;P;96;N;48;400.0;0
F;S;25;Y;50;18;C;300;Y;12;360.0;0
F;D;50;Y;31;12;P;240;N;24;890.0;0
F;O;25;Y;31;3;P;240;Y;84;382.0;0
M;S;28;Y;31;12;O;96;Y;0;157.0;0
M;S;24;Y;31;1;C;24;N;24;800.0;1
M;S;27;Y;31;12;P;324;Y;24;263.0;0
F;S;29;Y;31;12;A;24;Y;240;0.0;1
M;C;28;Y;5;20;A;72;Y;0;350.0;0
F;C;44;Y;31;20;P;36;N;144;877.0;0
F;S;26;Y;31;12;A;36;N;24;300.0;1
F;S;27;Y;31;8;A;12;Y;12;400.0;0
F;O;43;N;50;25;P;240;Y;12;203.0;0
F;S;38;N;50;12;P;300;Y;120;500.0;0
F;S;19;Y;31;28;A;24;Y;12;190.0;1
F;S;46;N;31;28;P;120;N;216;1000.0;0
F;O;30;Y;31;12;P;72;Y;48;420.0;0
F;C;44;Y;31;18;P;108;N;0;500.0;0
F;C;35;Y;31;12;P;60;N;60;500.0;0
F;C;65;Y;31;8;P;336;Y;324;801.0;0
M;S;20;Y;31;8;P;48;N;12;700.0;0
F;C;42;Y;31;18;P;180;Y;24;323.0;0
M;S;19;Y;31;20;P;216;Y;12;215.0;0
M;C;46;Y;5;12;P;120;N;12;950.0;0
M;O;67;Y;31;8;A;48;N;216;950.0;0
F;S;41;Y;31;12;C;480;N;0;200.0;0
F;S;23;N;50;20;P;108;N;0;500.0;1
M;S;23;Y;31;20;O;12;Y;12;700.0;1
F;S;18;Y;31;12;P;144;Y;12;400.0;0
F;S;22;Y;50;12;A;264;Y;12;425.0;0
F;C;36;Y;5;3;P;96;N;168;578.0;0
